Company Name,Sector,Market Cap,Stock P/E,Year,Revenue,Net Profit
Geekay Wires Ltd,Steel,476.0,12.2,Mar 2022,258.0,9.0
Geekay Wires Ltd,Steel,476.0,12.2,Mar 2023,399.0,24.0
Geekay Wires Ltd,Steel,476.0,12.2,TTM,414.0,37.0
Nexus Select Trust,Real Estate Investment Trusts,20604.0,,2023-03-01,0.0,-2.95
Lynx Machinery _ Commercials Ltd,Miscellaneous,6.54,,Mar 2012,1.01,0.38
Lynx Machinery _ Commercials Ltd,Miscellaneous,6.54,,Mar 2013,1.56,0.23
Lynx Machinery _ Commercials Ltd,Miscellaneous,6.54,,Mar 2014,0.24,-0.34
Lynx Machinery _ Commercials Ltd,Miscellaneous,6.54,,Mar 2015,0.0,-0.47
Lynx Machinery _ Commercials Ltd,Miscellaneous,6.54,,Mar 2016,0.0,-0.46
Lynx Machinery _ Commercials Ltd,Miscellaneous,6.54,,Mar 2017,0.0,-0.5
Lynx Machinery _ Commercials Ltd,Miscellaneous,6.54,,Mar 2018,0.0,-0.44
Lynx Machinery _ Commercials Ltd,Miscellaneous,6.54,,Mar 2019,0.0,-0.37
Lynx Machinery _ Commercials Ltd,Miscellaneous,6.54,,Mar 2020,-0.02,-0.42
Lynx Machinery _ Commercials Ltd,Miscellaneous,6.54,,Mar 2021,-0.02,-0.43
Lynx Machinery _ Commercials Ltd,Miscellaneous,6.54,,Mar 2022,-0.04,-0.12
Lynx Machinery _ Commercials Ltd,Miscellaneous,6.54,,Mar 2023,-0.01,-0.54
Lynx Machinery _ Commercials Ltd,Miscellaneous,6.54,,TTM,0.0,-0.58
Arihant Foundations _ Housing Ltd,Realty,52.5,8.1,Sep 2011,182.78,0.9
Arihant Foundations _ Housing Ltd,Realty,52.5,8.1,Sep 2012,217.2,4.84
Arihant Foundations _ Housing Ltd,Realty,52.5,8.1,Sep 2013,137.42,-18.56
Arihant Foundations _ Housing Ltd,Realty,52.5,8.1,Dec 2014,99.08,-18.66
Arihant Foundations _ Housing Ltd,Realty,52.5,8.1,Mar 2016,125.16,-12.22
Arihant Foundations _ Housing Ltd,Realty,52.5,8.1,Mar 2017,68.0,-6.89
Arihant Foundations _ Housing Ltd,Realty,52.5,8.1,Mar 2018,65.62,-1.4
Arihant Foundations _ Housing Ltd,Realty,52.5,8.1,Mar 2019,79.99,1.03
Arihant Foundations _ Housing Ltd,Realty,52.5,8.1,Mar 2020,46.84,-7.08
Arihant Foundations _ Housing Ltd,Realty,52.5,8.1,Mar 2021,56.47,-15.99
Arihant Foundations _ Housing Ltd,Realty,52.5,8.1,Mar 2022,82.8,-4.74
Arihant Foundations _ Housing Ltd,Realty,52.5,8.1,Mar 2023,64.27,9.97
Arihant Foundations _ Housing Ltd,Realty,52.5,8.1,TTM,70.15,7.59
Dabur India Ltd,FMCG,98738.0,57.0,Mar 2012,5294.0,644.0
Dabur India Ltd,FMCG,98738.0,57.0,Mar 2013,6140.0,766.0
Dabur India Ltd,FMCG,98738.0,57.0,Mar 2014,7058.0,916.0
Dabur India Ltd,FMCG,98738.0,57.0,Mar 2015,7795.0,1068.0
Dabur India Ltd,FMCG,98738.0,57.0,Mar 2016,7780.0,1254.0
Dabur India Ltd,FMCG,98738.0,57.0,Mar 2017,7614.0,1280.0
Dabur India Ltd,FMCG,98738.0,57.0,Mar 2018,7722.0,1358.0
Dabur India Ltd,FMCG,98738.0,57.0,Mar 2019,8515.0,1446.0
Dabur India Ltd,FMCG,98738.0,57.0,Mar 2020,8685.0,1448.0
Dabur India Ltd,FMCG,98738.0,57.0,Mar 2021,9562.0,1695.0
Dabur India Ltd,FMCG,98738.0,57.0,Mar 2022,10889.0,1742.0
Dabur India Ltd,FMCG,98738.0,57.0,Mar 2023,11530.0,1701.0
Dabur India Ltd,FMCG,98738.0,57.0,TTM,12055.0,1733.0
Five-Star Business Finance Ltd,Finance,21476.0,30.6,Mar 2018,196.0,54.0
Five-Star Business Finance Ltd,Finance,21476.0,30.6,Mar 2019,402.0,156.0
Five-Star Business Finance Ltd,Finance,21476.0,30.6,Mar 2020,787.0,262.0
Five-Star Business Finance Ltd,Finance,21476.0,30.6,Mar 2021,1050.0,359.0
Five-Star Business Finance Ltd,Finance,21476.0,30.6,Mar 2022,1254.0,454.0
Five-Star Business Finance Ltd,Finance,21476.0,30.6,Mar 2023,1521.0,604.0
Five-Star Business Finance Ltd,Finance,21476.0,30.6,TTM,1822.0,703.0
Maitri Enterprises Ltd,Non Ferrous Metals,16.5,,Mar 2021,4.55,0.07
Maitri Enterprises Ltd,Non Ferrous Metals,16.5,,Mar 2022,19.92,0.23
Maitri Enterprises Ltd,Non Ferrous Metals,16.5,,Mar 2023,13.32,0.0
Maitri Enterprises Ltd,Non Ferrous Metals,16.5,,TTM,13.87,-0.06
Archana Software Ltd,Trading,34.8,,Mar 2012,4.62,0.58
Archana Software Ltd,Trading,34.8,,Mar 2013,5.2,-0.01
Archana Software Ltd,Trading,34.8,,Mar 2014,5.47,0.02
Archana Software Ltd,Trading,34.8,,Mar 2015,5.49,0.02
Archana Software Ltd,Trading,34.8,,Mar 2016,1.92,-0.1
Archana Software Ltd,Trading,34.8,,Mar 2017,5.37,0.01
Archana Software Ltd,Trading,34.8,,Mar 2018,32.99,0.05
Archana Software Ltd,Trading,34.8,,Mar 2019,0.87,0.01
Archana Software Ltd,Trading,34.8,,Mar 2020,1.29,-0.02
Archana Software Ltd,Trading,34.8,,Mar 2021,0.15,-0.1
Archana Software Ltd,Trading,34.8,,Mar 2022,0.0,-0.14
Archana Software Ltd,Trading,34.8,,Mar 2023,0.0,-0.12
Archana Software Ltd,Trading,34.8,,TTM,0.0,-0.12
Yudiz Solutions Ltd,IT - Software,153.0,54.7,2018-03-01,5.55,0.04
Yudiz Solutions Ltd,IT - Software,153.0,54.7,2019-03-01,7.11,0.03
Yudiz Solutions Ltd,IT - Software,153.0,54.7,2020-03-01,9.38,-0.06
Yudiz Solutions Ltd,IT - Software,153.0,54.7,2021-03-01,12.77,0.81
Yudiz Solutions Ltd,IT - Software,153.0,54.7,2022-03-01,18.73,0.74
Yudiz Solutions Ltd,IT - Software,153.0,54.7,2023-03-01,27.24,2.75
Pasupati Spinning _ Weaving Mills Ltd,Textiles,29.0,182.0,Mar 2012,111.0,1.0
Pasupati Spinning _ Weaving Mills Ltd,Textiles,29.0,182.0,Mar 2013,154.0,20.0
Pasupati Spinning _ Weaving Mills Ltd,Textiles,29.0,182.0,Mar 2014,205.0,-0.0
Pasupati Spinning _ Weaving Mills Ltd,Textiles,29.0,182.0,Mar 2015,202.0,0.0
Pasupati Spinning _ Weaving Mills Ltd,Textiles,29.0,182.0,Mar 2016,186.0,0.0
Pasupati Spinning _ Weaving Mills Ltd,Textiles,29.0,182.0,Mar 2017,150.0,1.0
Pasupati Spinning _ Weaving Mills Ltd,Textiles,29.0,182.0,Mar 2018,119.0,1.0
Pasupati Spinning _ Weaving Mills Ltd,Textiles,29.0,182.0,Mar 2019,113.0,0.0
Pasupati Spinning _ Weaving Mills Ltd,Textiles,29.0,182.0,Mar 2020,110.0,0.0
Pasupati Spinning _ Weaving Mills Ltd,Textiles,29.0,182.0,Mar 2021,66.0,-3.0
Pasupati Spinning _ Weaving Mills Ltd,Textiles,29.0,182.0,Mar 2022,102.0,0.0
Pasupati Spinning _ Weaving Mills Ltd,Textiles,29.0,182.0,Mar 2023,137.0,1.0
Pasupati Spinning _ Weaving Mills Ltd,Textiles,29.0,182.0,TTM,127.0,0.0
KD Leisures Ltd,Finance,1.69,9.39,Mar 2011,0.0,0.01
KD Leisures Ltd,Finance,1.69,9.39,Mar 2012,0.0,0.01
KD Leisures Ltd,Finance,1.69,9.39,Mar 2013,0.0,0.0
KD Leisures Ltd,Finance,1.69,9.39,Mar 2014,0.0,0.0
KD Leisures Ltd,Finance,1.69,9.39,Mar 2015,3.62,0.06
KD Leisures Ltd,Finance,1.69,9.39,Mar 2016,0.67,0.07
KD Leisures Ltd,Finance,1.69,9.39,Mar 2017,0.59,0.01
KD Leisures Ltd,Finance,1.69,9.39,Mar 2018,1.41,0.02
KD Leisures Ltd,Finance,1.69,9.39,Mar 2019,1.67,0.26
KD Leisures Ltd,Finance,1.69,9.39,Mar 2020,0.39,0.02
KD Leisures Ltd,Finance,1.69,9.39,Mar 2021,0.38,-0.04
KD Leisures Ltd,Finance,1.69,9.39,Mar 2022,0.33,0.12
KD Leisures Ltd,Finance,1.69,9.39,TTM,1.82,0.18
Ansal Buildwell Ltd,Realty,69.1,864.0,Mar 2012,107.71,10.43
Ansal Buildwell Ltd,Realty,69.1,864.0,Mar 2013,103.81,10.69
Ansal Buildwell Ltd,Realty,69.1,864.0,Mar 2014,144.95,10.74
Ansal Buildwell Ltd,Realty,69.1,864.0,Mar 2015,122.61,8.97
Ansal Buildwell Ltd,Realty,69.1,864.0,Mar 2016,96.17,7.52
Ansal Buildwell Ltd,Realty,69.1,864.0,Mar 2017,50.82,-0.98
Ansal Buildwell Ltd,Realty,69.1,864.0,Mar 2018,71.89,1.05
Ansal Buildwell Ltd,Realty,69.1,864.0,Mar 2019,43.96,-8.51
Ansal Buildwell Ltd,Realty,69.1,864.0,Mar 2020,63.43,0.46
Ansal Buildwell Ltd,Realty,69.1,864.0,Mar 2021,72.97,6.68
Ansal Buildwell Ltd,Realty,69.1,864.0,Mar 2022,187.69,11.35
Ansal Buildwell Ltd,Realty,69.1,864.0,Mar 2023,32.67,-2.82
Ansal Buildwell Ltd,Realty,69.1,864.0,TTM,24.14,0.08
Explicit Finance Ltd,Stock/ Commodity Brokers,5.72,143.0,Mar 2012,16.51,0.07
Explicit Finance Ltd,Stock/ Commodity Brokers,5.72,143.0,Mar 2013,2.11,-0.02
Explicit Finance Ltd,Stock/ Commodity Brokers,5.72,143.0,Mar 2014,8.36,-0.07
Explicit Finance Ltd,Stock/ Commodity Brokers,5.72,143.0,Mar 2015,7.21,0.0
Explicit Finance Ltd,Stock/ Commodity Brokers,5.72,143.0,Mar 2016,5.65,0.0
Explicit Finance Ltd,Stock/ Commodity Brokers,5.72,143.0,Mar 2017,5.55,-0.36
Explicit Finance Ltd,Stock/ Commodity Brokers,5.72,143.0,Mar 2018,12.2,-0.14
Explicit Finance Ltd,Stock/ Commodity Brokers,5.72,143.0,Mar 2019,4.55,-0.08
Explicit Finance Ltd,Stock/ Commodity Brokers,5.72,143.0,Mar 2020,7.19,-0.02
Explicit Finance Ltd,Stock/ Commodity Brokers,5.72,143.0,Mar 2021,6.66,-0.03
Explicit Finance Ltd,Stock/ Commodity Brokers,5.72,143.0,Mar 2022,12.03,-0.27
Explicit Finance Ltd,Stock/ Commodity Brokers,5.72,143.0,Mar 2023,22.86,0.01
Explicit Finance Ltd,Stock/ Commodity Brokers,5.72,143.0,TTM,15.34,0.04
Aster DM Healthcare Ltd,Healthcare,20470.0,63.1,Mar 2013,1922.0,149.0
Aster DM Healthcare Ltd,Healthcare,20470.0,63.1,Mar 2014,2871.0,284.0
Aster DM Healthcare Ltd,Healthcare,20470.0,63.1,Mar 2015,3876.0,272.0
Aster DM Healthcare Ltd,Healthcare,20470.0,63.1,Mar 2016,5250.0,8.0
Aster DM Healthcare Ltd,Healthcare,20470.0,63.1,Mar 2017,5931.0,98.0
Aster DM Healthcare Ltd,Healthcare,20470.0,63.1,Mar 2018,6721.0,282.0
Aster DM Healthcare Ltd,Healthcare,20470.0,63.1,Mar 2019,7963.0,367.0
Aster DM Healthcare Ltd,Healthcare,20470.0,63.1,Mar 2020,8652.0,315.0
Aster DM Healthcare Ltd,Healthcare,20470.0,63.1,Mar 2021,8608.0,178.0
Aster DM Healthcare Ltd,Healthcare,20470.0,63.1,Mar 2022,10253.0,601.0
Aster DM Healthcare Ltd,Healthcare,20470.0,63.1,Mar 2023,11933.0,475.0
Aster DM Healthcare Ltd,Healthcare,20470.0,63.1,TTM,12986.0,346.0
Avenue Supermarts Ltd,Retail,265672.0,114.0,Mar 2012,2209.0,60.0
Avenue Supermarts Ltd,Retail,265672.0,114.0,Mar 2013,3341.0,94.0
Avenue Supermarts Ltd,Retail,265672.0,114.0,Mar 2014,4686.0,161.0
Avenue Supermarts Ltd,Retail,265672.0,114.0,Mar 2015,6439.0,212.0
Avenue Supermarts Ltd,Retail,265672.0,114.0,Mar 2016,8584.0,320.0
Avenue Supermarts Ltd,Retail,265672.0,114.0,Mar 2017,11898.0,479.0
Avenue Supermarts Ltd,Retail,265672.0,114.0,Mar 2018,15033.0,806.0
Avenue Supermarts Ltd,Retail,265672.0,114.0,Mar 2019,20005.0,902.0
Avenue Supermarts Ltd,Retail,265672.0,114.0,Mar 2020,24870.0,1301.0
Avenue Supermarts Ltd,Retail,265672.0,114.0,Mar 2021,24143.0,1099.0
Avenue Supermarts Ltd,Retail,265672.0,114.0,Mar 2022,30976.0,1492.0
Avenue Supermarts Ltd,Retail,265672.0,114.0,Mar 2023,42840.0,2378.0
Avenue Supermarts Ltd,Retail,265672.0,114.0,TTM,46653.0,2332.0
Terai Tea Co Ltd,Plantation & Plantation Products,53.6,20.6,Mar 2007,31.91,-0.13
Terai Tea Co Ltd,Plantation & Plantation Products,53.6,20.6,Mar 2008,32.36,0.27
Terai Tea Co Ltd,Plantation & Plantation Products,53.6,20.6,Mar 2015,119.57,0.79
Terai Tea Co Ltd,Plantation & Plantation Products,53.6,20.6,Mar 2016,89.55,1.08
Terai Tea Co Ltd,Plantation & Plantation Products,53.6,20.6,Mar 2017,129.31,2.32
Terai Tea Co Ltd,Plantation & Plantation Products,53.6,20.6,Mar 2018,129.07,-0.08
Terai Tea Co Ltd,Plantation & Plantation Products,53.6,20.6,Mar 2019,140.75,3.1
Terai Tea Co Ltd,Plantation & Plantation Products,53.6,20.6,Mar 2020,118.66,2.75
Terai Tea Co Ltd,Plantation & Plantation Products,53.6,20.6,Mar 2021,71.45,7.83
Terai Tea Co Ltd,Plantation & Plantation Products,53.6,20.6,Mar 2022,73.18,9.4
Terai Tea Co Ltd,Plantation & Plantation Products,53.6,20.6,Mar 2023,93.16,1.32
Terai Tea Co Ltd,Plantation & Plantation Products,53.6,20.6,TTM,80.85,2.6
NACL Industries Ltd,Agro Chemicals,1466.0,91.2,Mar 2012,643.0,7.0
NACL Industries Ltd,Agro Chemicals,1466.0,91.2,Mar 2013,601.0,-13.0
NACL Industries Ltd,Agro Chemicals,1466.0,91.2,Mar 2014,636.0,-21.0
NACL Industries Ltd,Agro Chemicals,1466.0,91.2,Mar 2015,746.0,8.0
NACL Industries Ltd,Agro Chemicals,1466.0,91.2,Mar 2016,692.0,10.0
NACL Industries Ltd,Agro Chemicals,1466.0,91.2,Mar 2017,735.0,33.0
NACL Industries Ltd,Agro Chemicals,1466.0,91.2,Mar 2018,847.0,12.0
NACL Industries Ltd,Agro Chemicals,1466.0,91.2,Mar 2019,865.0,-7.0
NACL Industries Ltd,Agro Chemicals,1466.0,91.2,Mar 2020,1015.0,17.0
NACL Industries Ltd,Agro Chemicals,1466.0,91.2,Mar 2021,1191.0,51.0
NACL Industries Ltd,Agro Chemicals,1466.0,91.2,Mar 2022,1633.0,73.0
NACL Industries Ltd,Agro Chemicals,1466.0,91.2,Mar 2023,2116.0,95.0
NACL Industries Ltd,Agro Chemicals,1466.0,91.2,TTM,2035.0,16.0
Prataap Snacks Ltd,FMCG,2558.0,125.0,2012-03-01,173.0,13.0
Prataap Snacks Ltd,FMCG,2558.0,125.0,2013-03-01,344.0,15.0
Prataap Snacks Ltd,FMCG,2558.0,125.0,2014-03-01,446.0,5.0
Prataap Snacks Ltd,FMCG,2558.0,125.0,2015-03-01,559.0,10.0
Prataap Snacks Ltd,FMCG,2558.0,125.0,2016-03-01,757.0,27.0
Prataap Snacks Ltd,FMCG,2558.0,125.0,2017-03-01,894.0,21.0
Prataap Snacks Ltd,FMCG,2558.0,125.0,2018-03-01,1017.0,44.0
Prataap Snacks Ltd,FMCG,2558.0,125.0,2019-03-01,1171.0,45.0
Prataap Snacks Ltd,FMCG,2558.0,125.0,2020-03-01,1394.0,47.0
Prataap Snacks Ltd,FMCG,2558.0,125.0,2021-03-01,1171.0,14.0
Prataap Snacks Ltd,FMCG,2558.0,125.0,2022-03-01,1397.0,3.0
Prataap Snacks Ltd,FMCG,2558.0,125.0,2023-03-01,1653.0,20.0
Sakthi Sugars Ltd,Sugar,341.0,,Mar 2012,1103.0,-48.0
Sakthi Sugars Ltd,Sugar,341.0,,Mar 2013,1170.0,-87.0
Sakthi Sugars Ltd,Sugar,341.0,,Mar 2014,707.0,-159.0
Sakthi Sugars Ltd,Sugar,341.0,,Mar 2015,837.0,-35.0
Sakthi Sugars Ltd,Sugar,341.0,,Mar 2016,821.0,-55.0
Sakthi Sugars Ltd,Sugar,341.0,,Mar 2017,926.0,30.0
Sakthi Sugars Ltd,Sugar,341.0,,Mar 2018,529.0,-177.0
Sakthi Sugars Ltd,Sugar,341.0,,Mar 2019,505.0,-214.0
Sakthi Sugars Ltd,Sugar,341.0,,Mar 2020,803.0,-206.0
Sakthi Sugars Ltd,Sugar,341.0,,Mar 2021,633.0,-116.0
Sakthi Sugars Ltd,Sugar,341.0,,Mar 2022,432.0,-150.0
Sakthi Sugars Ltd,Sugar,341.0,,Mar 2023,1054.0,418.0
Sakthi Sugars Ltd,Sugar,341.0,,TTM,1117.0,304.0
Karnavati Finance Ltd,Finance,21.9,,Mar 2012,0.24,0.0
Karnavati Finance Ltd,Finance,21.9,,Mar 2013,0.15,-0.79
Karnavati Finance Ltd,Finance,21.9,,Mar 2014,0.37,0.04
Karnavati Finance Ltd,Finance,21.9,,Mar 2015,0.48,-0.38
Karnavati Finance Ltd,Finance,21.9,,Mar 2016,0.44,0.37
Karnavati Finance Ltd,Finance,21.9,,Mar 2017,0.95,0.75
Karnavati Finance Ltd,Finance,21.9,,Mar 2018,2.02,0.62
Karnavati Finance Ltd,Finance,21.9,,Mar 2019,3.24,0.72
Karnavati Finance Ltd,Finance,21.9,,Mar 2020,2.76,0.11
Karnavati Finance Ltd,Finance,21.9,,Mar 2021,1.22,0.12
Karnavati Finance Ltd,Finance,21.9,,Mar 2022,2.4,0.3
Karnavati Finance Ltd,Finance,21.9,,Mar 2023,2.85,0.56
Karnavati Finance Ltd,Finance,21.9,,TTM,3.46,-0.08
Zaggle Prepaid Ocean Services Ltd,IT - Software,2721.0,119.0,2020-03-01,68.0,4.0
Zaggle Prepaid Ocean Services Ltd,IT - Software,2721.0,119.0,2021-03-01,240.0,19.0
Zaggle Prepaid Ocean Services Ltd,IT - Software,2721.0,119.0,2022-03-01,371.0,42.0
Zaggle Prepaid Ocean Services Ltd,IT - Software,2721.0,119.0,2023-03-01,553.0,23.0
Radhika Jeweltech Ltd,Diamond Gems and Jewellery,526.0,13.6,Mar 2015,133.0,3.0
Radhika Jeweltech Ltd,Diamond Gems and Jewellery,526.0,13.6,Mar 2016,136.0,3.0
Radhika Jeweltech Ltd,Diamond Gems and Jewellery,526.0,13.6,Mar 2017,157.0,9.0
Radhika Jeweltech Ltd,Diamond Gems and Jewellery,526.0,13.6,Mar 2018,240.0,12.0
Radhika Jeweltech Ltd,Diamond Gems and Jewellery,526.0,13.6,Mar 2019,173.0,8.0
Radhika Jeweltech Ltd,Diamond Gems and Jewellery,526.0,13.6,Mar 2020,172.0,13.0
Radhika Jeweltech Ltd,Diamond Gems and Jewellery,526.0,13.6,Mar 2021,137.0,23.0
Radhika Jeweltech Ltd,Diamond Gems and Jewellery,526.0,13.6,Mar 2022,233.0,27.0
Radhika Jeweltech Ltd,Diamond Gems and Jewellery,526.0,13.6,Mar 2023,313.0,30.0
Radhika Jeweltech Ltd,Diamond Gems and Jewellery,526.0,13.6,TTM,409.0,39.0
Solex Energy Ltd,Capital Goods - Electrical Equipment,346.0,88.6,Mar 2015,6.0,0.0
Solex Energy Ltd,Capital Goods - Electrical Equipment,346.0,88.6,Mar 2016,46.0,0.0
Solex Energy Ltd,Capital Goods - Electrical Equipment,346.0,88.6,Mar 2017,34.0,1.0
Solex Energy Ltd,Capital Goods - Electrical Equipment,346.0,88.6,Mar 2018,101.0,3.0
Solex Energy Ltd,Capital Goods - Electrical Equipment,346.0,88.6,Mar 2019,149.0,5.0
Solex Energy Ltd,Capital Goods - Electrical Equipment,346.0,88.6,Mar 2020,138.0,4.0
Solex Energy Ltd,Capital Goods - Electrical Equipment,346.0,88.6,Mar 2021,80.0,2.0
Solex Energy Ltd,Capital Goods - Electrical Equipment,346.0,88.6,Mar 2022,72.0,1.0
Solex Energy Ltd,Capital Goods - Electrical Equipment,346.0,88.6,Mar 2023,161.0,3.0
Solex Energy Ltd,Capital Goods - Electrical Equipment,346.0,88.6,TTM,234.0,4.0
Baheti Recycling Industries Ltd,Non Ferrous Metals,185.0,35.0,2017-03-01,72.0,0.0
Baheti Recycling Industries Ltd,Non Ferrous Metals,185.0,35.0,2018-03-01,117.0,0.0
Baheti Recycling Industries Ltd,Non Ferrous Metals,185.0,35.0,2019-03-01,148.0,0.0
Baheti Recycling Industries Ltd,Non Ferrous Metals,185.0,35.0,2020-03-01,106.0,0.0
Baheti Recycling Industries Ltd,Non Ferrous Metals,185.0,35.0,2021-03-01,127.0,0.0
Baheti Recycling Industries Ltd,Non Ferrous Metals,185.0,35.0,2022-03-01,248.0,3.0
Baheti Recycling Industries Ltd,Non Ferrous Metals,185.0,35.0,2023-03-01,358.0,5.0
Prevest Denpro Ltd,Healthcare,502.0,30.4,Mar 2019,19.0,3.0
Prevest Denpro Ltd,Healthcare,502.0,30.4,Mar 2020,23.0,5.0
Prevest Denpro Ltd,Healthcare,502.0,30.4,Mar 2021,28.0,7.0
Prevest Denpro Ltd,Healthcare,502.0,30.4,Mar 2022,38.0,12.0
Prevest Denpro Ltd,Healthcare,502.0,30.4,Mar 2023,50.0,16.0
Prevest Denpro Ltd,Healthcare,502.0,30.4,TTM,53.0,17.0
Gangotri Textiles Ltd,Textiles,3.1,,Mar 2012,161.73,-43.91
Gangotri Textiles Ltd,Textiles,3.1,,Mar 2013,86.63,-108.45
Gangotri Textiles Ltd,Textiles,3.1,,Mar 2014,80.84,-54.73
Gangotri Textiles Ltd,Textiles,3.1,,Mar 2015,74.35,-45.93
Gangotri Textiles Ltd,Textiles,3.1,,Mar 2016,26.03,-38.8
Gangotri Textiles Ltd,Textiles,3.1,,Mar 2017,0.57,-0.53
Gangotri Textiles Ltd,Textiles,3.1,,Mar 2018,1.46,1.33
Gangotri Textiles Ltd,Textiles,3.1,,Mar 2019,0.0,-0.18
Gangotri Textiles Ltd,Textiles,3.1,,Mar 2020,0.0,-0.02
Gangotri Textiles Ltd,Textiles,3.1,,Mar 2021,0.0,-0.03
Gangotri Textiles Ltd,Textiles,3.1,,Mar 2022,0.0,-0.03
Gangotri Textiles Ltd,Textiles,3.1,,Mar 2023,0.0,-0.86
Gangotri Textiles Ltd,Textiles,3.1,,TTM,0.0,-0.85
Rajputana Investment _ Finance Ltd,Trading,10.2,19.5,Mar 2012,0.02,0.01
Rajputana Investment _ Finance Ltd,Trading,10.2,19.5,Mar 2013,0.09,0.06
Rajputana Investment _ Finance Ltd,Trading,10.2,19.5,Mar 2014,0.02,0.01
Rajputana Investment _ Finance Ltd,Trading,10.2,19.5,Mar 2015,12.07,-0.2
Rajputana Investment _ Finance Ltd,Trading,10.2,19.5,Mar 2016,3.41,0.0
Rajputana Investment _ Finance Ltd,Trading,10.2,19.5,Mar 2017,2.8,0.0
Rajputana Investment _ Finance Ltd,Trading,10.2,19.5,Mar 2018,0.23,-0.07
Rajputana Investment _ Finance Ltd,Trading,10.2,19.5,Mar 2019,0.0,0.02
Rajputana Investment _ Finance Ltd,Trading,10.2,19.5,Mar 2020,0.0,0.02
Rajputana Investment _ Finance Ltd,Trading,10.2,19.5,Mar 2021,0.0,0.01
Rajputana Investment _ Finance Ltd,Trading,10.2,19.5,Mar 2022,0.0,0.01
Rajputana Investment _ Finance Ltd,Trading,10.2,19.5,Mar 2023,0.84,0.06
Rajputana Investment _ Finance Ltd,Trading,10.2,19.5,TTM,2.02,0.52
Innovatus Entertainment Networks Ltd,Miscellaneous,12.9,27.0,2020-03-01,10.42,0.29
Innovatus Entertainment Networks Ltd,Miscellaneous,12.9,27.0,2021-03-01,7.84,0.33
Innovatus Entertainment Networks Ltd,Miscellaneous,12.9,27.0,2022-03-01,7.88,0.3
Innovatus Entertainment Networks Ltd,Miscellaneous,12.9,27.0,2023-03-01,10.94,0.48
Bannari Amman Sugars Ltd,Sugar,3206.0,20.9,Mar 2012,1182.0,106.0
Bannari Amman Sugars Ltd,Sugar,3206.0,20.9,Mar 2013,1337.0,142.0
Bannari Amman Sugars Ltd,Sugar,3206.0,20.9,Mar 2014,651.0,29.0
Bannari Amman Sugars Ltd,Sugar,3206.0,20.9,Mar 2015,930.0,1.0
Bannari Amman Sugars Ltd,Sugar,3206.0,20.9,Mar 2016,1456.0,32.0
Bannari Amman Sugars Ltd,Sugar,3206.0,20.9,Mar 2017,1752.0,145.0
Bannari Amman Sugars Ltd,Sugar,3206.0,20.9,Mar 2018,1481.0,87.0
Bannari Amman Sugars Ltd,Sugar,3206.0,20.9,Mar 2019,1125.0,76.0
Bannari Amman Sugars Ltd,Sugar,3206.0,20.9,Mar 2020,1609.0,96.0
Bannari Amman Sugars Ltd,Sugar,3206.0,20.9,Mar 2021,1563.0,92.0
Bannari Amman Sugars Ltd,Sugar,3206.0,20.9,Mar 2022,1998.0,80.0
Bannari Amman Sugars Ltd,Sugar,3206.0,20.9,Mar 2023,2526.0,143.0
Bannari Amman Sugars Ltd,Sugar,3206.0,20.9,TTM,2620.0,153.0
Eicher Motors Ltd,Automobile,113439.0,31.7,Dec 2011,5684.0,497.0
Eicher Motors Ltd,Automobile,113439.0,31.7,Dec 2012,6390.0,475.0
Eicher Motors Ltd,Automobile,113439.0,31.7,Dec 2013,6810.0,525.0
Eicher Motors Ltd,Automobile,113439.0,31.7,Dec 2014,8738.0,702.0
Eicher Motors Ltd,Automobile,113439.0,31.7,Mar 2016,6173.0,1338.0
Eicher Motors Ltd,Automobile,113439.0,31.7,Mar 2017,7033.0,1667.0
Eicher Motors Ltd,Automobile,113439.0,31.7,Mar 2018,8965.0,1960.0
Eicher Motors Ltd,Automobile,113439.0,31.7,Mar 2019,9797.0,2203.0
Eicher Motors Ltd,Automobile,113439.0,31.7,Mar 2020,9154.0,1827.0
Eicher Motors Ltd,Automobile,113439.0,31.7,Mar 2021,8720.0,1347.0
Eicher Motors Ltd,Automobile,113439.0,31.7,Mar 2022,10298.0,1677.0
Eicher Motors Ltd,Automobile,113439.0,31.7,Mar 2023,14442.0,2914.0
Eicher Motors Ltd,Automobile,113439.0,31.7,TTM,15626.0,3581.0
United Drilling Tools Ltd,Capital Goods-Non Electrical Equipment,548.0,58.5,Mar 2022,174.9,50.03
United Drilling Tools Ltd,Capital Goods-Non Electrical Equipment,548.0,58.5,Mar 2023,119.83,10.27
United Drilling Tools Ltd,Capital Goods-Non Electrical Equipment,548.0,58.5,TTM,97.91,9.37
Universal Starch Chem Allied Ltd,Miscellaneous,70.8,7.74,Mar 2012,163.0,-3.0
Universal Starch Chem Allied Ltd,Miscellaneous,70.8,7.74,Mar 2013,170.0,-2.0
Universal Starch Chem Allied Ltd,Miscellaneous,70.8,7.74,Mar 2014,184.0,4.0
Universal Starch Chem Allied Ltd,Miscellaneous,70.8,7.74,Mar 2015,195.0,-1.0
Universal Starch Chem Allied Ltd,Miscellaneous,70.8,7.74,Mar 2016,165.0,-2.0
Universal Starch Chem Allied Ltd,Miscellaneous,70.8,7.74,Mar 2017,214.0,-4.0
Universal Starch Chem Allied Ltd,Miscellaneous,70.8,7.74,Mar 2018,198.0,0.0
